Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Hora,Pagamento,Custo de Bens Vendidos,Percentual de Margem Bruta,Receita Bruta,Avaliação,Mês,Dia,Turno,Estação
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,39.42,1,1.971,41.391,15:08,Dinheiro,39.42,4.761904762,1.971,8.4,1,18,tarde,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,15.26,6,4.578,96.138,18:03,Carteira Eletrônica,91.56,4.761904762,4.578,9.8,2,15,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,61.77,5,15.4425,324.2925,13:21,Dinheiro,308.85,4.761904762,15.4425,6.7,3,8,tarde,Primavera
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,21.52,6,6.456,135.576,12:48,Crédito,129.12,4.761904762,6.456,9.4,1,17,tarde,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,97.74,4,19.548,410.508,19:53,Carteira Eletrônica,390.96,4.761904762,19.548,6.4,3,12,noite,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,99.78,5,24.945,523.845,19:09,Dinheiro,498.9,4.761904762,24.945,5.4,3,9,noite,Primavera
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,94.26,4,18.852,395.892,16:30,Dinheiro,377.04,4.761904762,18.852,8.6,3,12,tarde,Primavera
Mandalay,Recorrente,Masculino,Saúde e Beleza,51.13,4,10.226,214.746,10:11,Crédito,204.52,4.761904762,10.226,4.0,1,25,manhã,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,36.36,4,7.272,152.712,13:07,Dinheiro,145.44,4.761904762,7.272,7.6,3,25,tarde,Primavera
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,22.02,9,9.909,208.089,18:48,Dinheiro,198.18,4.761904762,9.909,6.8,2,7,noite,Inverno
Yangon,Ocasional,Masculino,Comidas e Bebidas,32.9,3,4.935,103.635,17:27,Crédito,98.7,4.761904762,4.935,9.1,2,17,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,77.02,5,19.255,404.355,15:59,Dinheiro,385.1,4.761904762,19.255,5.5,2,3,tarde,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,23.48,2,2.348,49.308,11:21,Crédito,46.96,4.761904762,2.348,7.9,3,14,manhã,Primavera
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,14.7,5,3.675,77.175,13:48,Carteira Eletrônica,73.5,4.761904762,3.675,8.5,3,24,tarde,Primavera
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,28.45,5,7.1125,149.3625,10:17,Crédito,142.25,4.761904762,7.1125,9.1,3,21,manhã,Primavera
Yangon,Ocasional,Masculino,Acessórios de Moda,76.4,9,34.38,721.98,15:49,Carteira Eletrônica,687.6,4.761904762,34.38,7.5,3,19,tarde,Primavera
Mandalay,Ocasional,Feminino,Viagens e Esportes,57.95,6,17.385,365.085,13:02,Dinheiro,347.7,4.761904762,17.385,5.2,2,24,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,47.65,3,7.1475,150.0975,12:58,Crédito,142.95,4.761904762,7.1475,9.5,3,28,tarde,Primavera
Mandalay,Recorrente,Feminino,Comidas e Bebidas,42.82,9,19.269,404.649,15:26,Crédito,385.38,4.761904762,19.269,8.9,2,5,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,48.09,3,7.2135,151.4835,18:23,Crédito,144.27,4.761904762,7.2135,7.8,2,10,noite,Inverno
Mandalay,Recorrente,Feminino,Saúde e Beleza,55.97,7,19.5895,411.3795,19:06,Carteira Eletrônica,391.79,4.761904762,19.5895,8.9,3,5,noite,Primavera
Mandalay,Recorrente,Feminino,Saúde e Beleza,76.9,7,26.915,565.215,20:21,Dinheiro,538.3,4.761904762,26.915,7.7,2,15,noite,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,97.03,5,24.2575,509.4075,16:24,Carteira Eletrônica,485.15,4.761904762,24.2575,9.3,1,30,tarde,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,44.65,3,6.6975,140.6475,15:04,Dinheiro,133.95,4.761904762,6.6975,6.2,2,14,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,77.93,9,35.0685,736.4385,16:10,Carteira Eletrônica,701.37,4.761904762,35.0685,7.6,2,27,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,71.95,1,3.5975,75.5475,12:14,Dinheiro,71.95,4.761904762,3.5975,7.3,2,4,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,89.25,8,35.7,749.7,10:13,Dinheiro,714.0,4.761904762,35.7,4.7,1,20,manhã,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,26.02,7,9.107,191.247,17:38,Dinheiro,182.14,4.761904762,9.107,5.1,3,28,tarde,Primavera
Mandalay,Ocasional,Feminino,Saúde e Beleza,13.5,10,6.75,141.75,11:06,Crédito,135.0,4.761904762,6.75,4.8,2,27,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,99.3,10,49.65,1042.65,14:53,Crédito,993.0,4.761904762,49.65,6.6,2,15,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,51.69,7,18.0915,379.9215,18:22,Dinheiro,361.83,4.761904762,18.0915,5.5,1,26,noite,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,54.73,7,19.1555,402.2655,19:02,Crédito,383.11,4.761904762,19.1555,8.5,3,14,noite,Primavera
Mandalay,Recorrente,Masculino,Casa e Estilo de Vida,27.0,9,12.15,255.15,14:16,Dinheiro,243.0,4.761904762,12.15,4.8,3,2,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,30.24,1,1.512,31.752,15:44,Dinheiro,30.24,4.761904762,1.512,8.4,3,4,tarde,Primavera
Mandalay,Recorrente,Feminino,Comidas e Bebidas,89.14,4,17.828,374.388,12:20,Crédito,356.56,4.761904762,17.828,7.8,1,7,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,37.55,10,18.775,394.275,20:01,Crédito,375.5,4.761904762,18.775,9.3,3,8,noite,Primavera
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,95.44,10,47.72,1002.12,13:45,Dinheiro,954.4,4.761904762,47.72,5.2,1,9,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,27.5,3,4.125,86.625,15:40,Carteira Eletrônica,82.5,4.761904762,4.125,6.5,3,1,tarde,Primavera
Mandalay,Ocasional,Masculino,Viagens e Esportes,74.97,1,3.7485,78.7185,16:58,Dinheiro,74.97,4.761904762,3.7485,5.6,3,16,tarde,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,80.96,8,32.384,680.064,11:12,Crédito,647.68,4.761904762,32.384,7.4,2,17,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,94.47,8,37.788,793.548,15:12,Dinheiro,755.76,4.761904762,37.788,9.1,2,27,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,99.79,2,9.979,209.559,20:37,Carteira Eletrônica,199.58,4.761904762,9.979,8.0,3,7,noite,Primavera
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,73.22,6,21.966,461.286,17:44,Dinheiro,439.32,4.761904762,21.966,7.2,1,21,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,41.24,4,8.248,173.208,16:23,Dinheiro,164.96,4.761904762,8.248,7.1,2,19,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,81.68,4,16.336,343.056,12:12,Dinheiro,326.72,4.761904762,16.336,9.1,1,6,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,51.32,9,23.094,484.974,19:33,Dinheiro,461.88,4.761904762,23.094,5.6,3,14,noite,Primavera
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,65.94,4,13.188,276.948,10:29,Dinheiro,263.76,4.761904762,13.188,6.0,3,24,manhã,Primavera
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,14.36,10,7.18,150.78,14:28,Dinheiro,143.6,4.761904762,7.18,5.4,1,27,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,21.5,9,9.675,203.175,12:46,Crédito,193.5,4.761904762,9.675,7.8,3,6,tarde,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,26.26,7,9.191,193.011,19:40,Dinheiro,183.82,4.761904762,9.191,9.9,2,2,noite,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,60.96,2,6.096,128.016,19:39,Crédito,121.92,4.761904762,6.096,4.9,1,25,noite,Inverno
Naypyitaw,Ocasional,Feminino,Casa e Estilo de Vida,70.11,6,21.033,441.693,17:54,Carteira Eletrônica,420.66,4.761904762,21.033,5.2,3,14,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,42.08,6,12.624,265.104,12:25,Dinheiro,252.48,4.761904762,12.624,8.9,1,29,tarde,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,67.09,5,16.7725,352.2225,16:47,Crédito,335.45,4.761904762,16.7725,9.1,1,3,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,96.7,5,24.175,507.675,12:52,Carteira Eletrônica,483.5,4.761904762,24.175,7.0,1,14,tarde,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,35.38,9,15.921,334.341,19:50,Crédito,318.42,4.761904762,15.921,9.6,1,5,noite,Inverno
Naypyitaw,Ocasional,Masculino,Viagens e Esportes,95.49,7,33.4215,701.8515,18:17,Carteira Eletrônica,668.43,4.761904762,33.4215,8.7,2,22,noite,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,96.98,4,19.396,407.316,17:20,Carteira Eletrônica,387.92,4.761904762,19.396,9.4,2,6,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,23.65,4,4.73,99.33,13:32,Crédito,94.6,4.761904762,4.73,4.0,1,30,tarde,Inverno
Yangon,Recorrente,Masculino,Viagens e Esportes,82.33,4,16.466,345.786,10:37,Crédito,329.32,4.761904762,16.466,7.5,1,11,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,26.61,2,2.661,55.881,14:35,Dinheiro,53.22,4.761904762,2.661,4.2,3,19,tarde,Primavera
Mandalay,Ocasional,Feminino,Comidas e Bebidas,99.69,5,24.9225,523.3725,12:09,Dinheiro,498.45,4.761904762,24.9225,9.9,1,14,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,74.89,4,14.978,314.538,15:32,Carteira Eletrônica,299.56,4.761904762,14.978,4.2,3,1,tarde,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,40.94,5,10.235,214.935,13:58,Carteira Eletrônica,204.7,4.761904762,10.235,9.9,1,6,tarde,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,75.82,1,3.791,79.611,13:19,Dinheiro,75.82,4.761904762,3.791,5.8,1,31,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,46.77,6,14.031,294.651,13:37,Dinheiro,280.62,4.761904762,14.031,6.0,3,11,tarde,Primavera
Yangon,Ocasional,Feminino,Saúde e Beleza,32.32,10,16.16,339.36,16:49,Crédito,323.2,4.761904762,16.16,10.0,2,20,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,54.07,9,24.3315,510.9615,14:55,Carteira Eletrônica,486.63,4.761904762,24.3315,9.5,1,27,tarde,Inverno
Mandalay,Ocasional,Masculino,Comidas e Bebidas,18.22,7,6.377,133.917,14:04,Crédito,127.54,4.761904762,6.377,6.6,3,10,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,80.48,3,12.072,253.512,12:31,Dinheiro,241.44,4.761904762,12.072,8.1,2,15,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,37.95,10,18.975,398.475,14:51,Dinheiro,379.5,4.761904762,18.975,9.7,1,26,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,76.82,1,3.841,80.661,18:27,Carteira Eletrônica,76.82,4.761904762,3.841,7.2,2,13,noite,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,52.26,10,26.13,548.73,12:45,Crédito,522.6,4.761904762,26.13,6.2,3,9,tarde,Primavera
Yangon,Ocasional,Feminino,Saúde e Beleza,79.74,1,3.987,83.727,10:36,Carteira Eletrônica,79.74,4.761904762,3.987,7.3,3,6,manhã,Primavera
Yangon,Ocasional,Feminino,Saúde e Beleza,77.5,5,19.375,406.875,20:36,Carteira Eletrônica,387.5,4.761904762,19.375,4.3,1,24,noite,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,54.27,5,13.5675,284.9175,14:16,Carteira Eletrônica,271.35,4.761904762,13.5675,4.6,3,13,tarde,Primavera
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,13.59,9,6.1155,128.4255,10:26,Dinheiro,122.31,4.761904762,6.1155,5.8,3,15,manhã,Primavera
Mandalay,Recorrente,Feminino,Saúde e Beleza,41.06,6,12.318,258.678,13:30,Crédito,246.36,4.761904762,12.318,8.3,3,5,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,19.24,9,8.658,181.818,16:28,Dinheiro,173.16,4.761904762,8.658,8.0,3,4,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,39.43,6,11.829,248.409,20:18,Crédito,236.58,4.761904762,11.829,9.4,3,25,noite,Primavera
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,46.22,4,9.244,194.124,20:04,Crédito,184.88,4.761904762,9.244,6.2,3,12,noite,Primavera
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,13.98,1,0.699,14.679,13:38,Carteira Eletrônica,13.98,4.761904762,0.699,9.8,2,4,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,39.75,5,9.9375,208.6875,10:43,Carteira Eletrônica,198.75,4.761904762,9.9375,9.6,2,22,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,97.79,7,34.2265,718.7565,17:30,Carteira Eletrônica,684.53,4.761904762,34.2265,4.9,2,16,tarde,Inverno
Yangon,Recorrente,Masculino,Viagens e Esportes,67.26,4,13.452,282.492,15:28,Crédito,269.04,4.761904762,13.452,8.0,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Comidas e Bebidas,13.79,5,3.4475,72.3975,19:07,Crédito,68.95,4.761904762,3.4475,7.8,1,11,noite,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,68.71,4,13.742,288.582,19:01,Dinheiro,274.84,4.761904762,13.742,4.1,1,4,noite,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,56.53,4,11.306,237.426,19:48,Carteira Eletrônica,226.12,4.761904762,11.306,5.5,3,4,noite,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,23.82,5,5.955,125.055,19:24,Carteira Eletrônica,119.1,4.761904762,5.955,5.4,1,28,noite,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,34.21,10,17.105,359.205,13:00,Dinheiro,342.1,4.761904762,17.105,5.1,1,2,tarde,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,21.87,2,2.187,45.927,14:29,Carteira Eletrônica,43.74,4.761904762,2.187,6.9,1,25,tarde,Inverno
Yangon,Recorrente,Masculino,Saúde e Beleza,20.97,5,5.2425,110.0925,13:21,Dinheiro,104.85,4.761904762,5.2425,7.8,1,4,tarde,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,25.84,3,3.876,81.396,18:55,Carteira Eletrônica,77.52,4.761904762,3.876,6.6,3,10,noite,Primavera
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,50.93,8,20.372,427.812,19:36,Carteira Eletrônica,407.44,4.761904762,20.372,9.2,3,22,noite,Primavera
Mandalay,Ocasional,Masculino,Saúde e Beleza,96.11,1,4.8055,100.9155,16:28,Carteira Eletrônica,96.11,4.761904762,4.8055,7.8,1,25,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Casa e Estilo de Vida,45.38,4,9.076,190.596,13:48,Crédito,181.52,4.761904762,9.076,8.7,1,8,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,81.51,1,4.0755,85.5855,10:57,Carteira Eletrônica,81.51,4.761904762,4.0755,9.2,1,22,manhã,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,57.22,2,5.722,120.162,17:13,Carteira Eletrônica,114.44,4.761904762,5.722,8.3,1,12,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,25.22,7,8.827,185.367,10:23,Dinheiro,176.54,4.761904762,8.827,8.2,2,4,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,38.6,3,5.79,121.59,13:57,Carteira Eletrônica,115.8,4.761904762,5.79,7.5,3,28,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,84.05,3,12.6075,264.7575,13:29,Dinheiro,252.15,4.761904762,12.6075,9.8,1,23,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,97.21,10,48.605,1020.705,13:00,Crédito,972.1,4.761904762,48.605,8.7,2,8,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios de Moda,25.42,8,10.168,213.528,19:42,Crédito,203.36,4.761904762,10.168,6.7,3,19,noite,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,16.28,1,0.814,17.094,15:36,Dinheiro,16.28,4.761904762,0.814,5.0,3,9,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,40.61,9,18.2745,383.7645,13:40,Dinheiro,365.49,4.761904762,18.2745,7.0,1,2,tarde,Inverno
Yangon,Recorrente,Masculino,Saúde e Beleza,53.17,7,18.6095,390.7995,18:01,Dinheiro,372.19,4.761904762,18.6095,8.9,1,21,noite,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,20.87,3,3.1305,65.7405,13:53,Crédito,62.61,4.761904762,3.1305,8.0,3,20,tarde,Primavera
Mandalay,Ocasional,Masculino,Viagens e Esportes,67.27,5,16.8175,353.1675,17:27,Dinheiro,336.35,4.761904762,16.8175,6.9,2,27,tarde,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,90.65,10,45.325,951.825,10:53,Carteira Eletrônica,906.5,4.761904762,45.325,7.3,3,8,manhã,Primavera
Mandalay,Ocasional,Masculino,Acessórios de Moda,69.08,2,6.908,145.068,19:48,Crédito,138.16,4.761904762,6.908,6.9,1,31,noite,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,43.27,2,4.327,90.867,16:53,Carteira Eletrônica,86.54,4.761904762,4.327,5.7,3,8,tarde,Primavera
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,23.46,6,7.038,147.798,19:14,Carteira Eletrônica,140.76,4.761904762,7.038,6.4,1,13,noite,Inverno
Mandalay,Ocasional,Masculino,Acessórios de Moda,95.54,7,33.439,702.219,14:36,Crédito,668.78,4.761904762,33.439,9.6,3,9,tarde,Primavera
Mandalay,Ocasional,Feminino,Acessórios de Moda,47.44,1,2.372,49.812,18:19,Crédito,47.44,4.761904762,2.372,6.8,2,22,noite,Inverno
Naypyitaw,Ocasional,Masculino,Viagens e Esportes,99.24,9,44.658,937.818,19:09,Carteira Eletrônica,893.16,4.761904762,44.658,9.0,3,19,noite,Primavera
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,82.93,4,16.586,348.306,16:51,Carteira Eletrônica,331.72,4.761904762,16.586,9.6,1,20,tarde,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,33.99,6,10.197,214.137,15:37,Crédito,203.94,4.761904762,10.197,7.7,3,8,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,17.04,4,3.408,71.568,20:15,Carteira Eletrônica,68.16,4.761904762,3.408,7.0,3,8,noite,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,40.86,8,16.344,343.224,14:38,Crédito,326.88,4.761904762,16.344,6.5,2,7,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,17.44,5,4.36,91.56,19:25,Dinheiro,87.2,4.761904762,4.36,8.1,1,15,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,88.43,8,35.372,742.812,19:35,Crédito,707.44,4.761904762,35.372,4.3,3,22,noite,Primavera
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,89.21,9,40.1445,843.0345,15:42,Crédito,802.89,4.761904762,40.1445,6.5,1,15,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,12.78,1,0.639,13.419,14:11,Carteira Eletrônica,12.78,4.761904762,0.639,9.5,1,8,tarde,Inverno
Yangon,Ocasional,Feminino,Viagens e Esportes,19.1,7,6.685,140.385,10:43,Dinheiro,133.7,4.761904762,6.685,9.7,1,15,manhã,Inverno
Mandalay,Recorrente,Feminino,Saúde e Beleza,19.15,1,0.9575,20.1075,17:58,Crédito,19.15,4.761904762,0.9575,9.5,1,28,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,27.66,10,13.83,290.43,11:26,Crédito,276.6,4.761904762,13.83,8.9,2,14,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,45.74,3,6.861,144.081,17:38,Crédito,137.22,4.761904762,6.861,6.5,3,10,tarde,Primavera
Mandalay,Recorrente,Feminino,Saúde e Beleza,27.07,1,1.3535,28.4235,20:07,Crédito,27.07,4.761904762,1.3535,5.3,1,12,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,39.12,1,1.956,41.076,11:02,Crédito,39.12,4.761904762,1.956,9.6,3,26,manhã,Primavera
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,74.71,6,22.413,470.673,19:07,Dinheiro,448.26,4.761904762,22.413,6.7,1,1,noite,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,22.01,6,6.603,138.663,18:50,Dinheiro,132.06,4.761904762,6.603,7.6,1,2,noite,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,63.61,5,15.9025,333.9525,12:43,Carteira Eletrônica,318.05,4.761904762,15.9025,4.8,3,16,tarde,Primavera
Yangon,Ocasional,Masculino,Saúde e Beleza,25.0,1,1.25,26.25,15:09,Carteira Eletrônica,25.0,4.761904762,1.25,5.5,3,3,tarde,Primavera
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,20.77,4,4.154,87.234,13:47,Dinheiro,83.08,4.761904762,4.154,4.7,1,31,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,29.56,5,7.39,155.19,16:59,Dinheiro,147.8,4.761904762,7.39,6.9,2,13,tarde,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,77.4,9,34.83,731.43,14:15,Crédito,696.6,4.761904762,34.83,4.5,2,15,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,79.39,10,39.695,833.595,20:24,Dinheiro,793.9,4.761904762,39.695,6.2,2,7,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,46.57,10,23.285,488.985,13:58,Dinheiro,465.7,4.761904762,23.285,7.6,1,27,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,35.89,1,1.7945,37.6845,16:52,Crédito,35.89,4.761904762,1.7945,7.9,2,23,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,40.52,5,10.13,212.73,15:19,Dinheiro,202.6,4.761904762,10.13,4.5,2,3,tarde,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,73.05,10,36.525,767.025,12:25,Crédito,730.5,4.761904762,36.525,8.7,3,3,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,73.95,4,14.79,310.59,10:02,Dinheiro,295.8,4.761904762,14.79,6.1,2,3,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,22.62,1,1.131,23.751,18:58,Dinheiro,22.62,4.761904762,1.131,6.4,3,17,noite,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,51.34,5,12.835,269.535,15:31,Crédito,256.7,4.761904762,12.835,9.1,3,28,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,54.55,10,27.275,572.775,11:22,Crédito,545.5,4.761904762,27.275,7.1,3,2,manhã,Primavera
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,37.15,7,13.0025,273.0525,13:12,Crédito,260.05,4.761904762,13.0025,7.7,2,8,tarde,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,37.02,6,11.106,233.226,18:33,Dinheiro,222.12,4.761904762,11.106,4.5,3,22,noite,Primavera
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,21.58,1,1.079,22.659,10:02,Carteira Eletrônica,21.58,4.761904762,1.079,7.2,2,9,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,98.84,1,4.942,103.782,11:21,Dinheiro,98.84,4.761904762,4.942,8.4,2,15,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,83.77,6,25.131,527.751,12:10,Carteira Eletrônica,502.62,4.761904762,25.131,5.4,1,23,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,40.05,4,8.01,168.21,11:40,Dinheiro,160.2,4.761904762,8.01,9.7,1,25,manhã,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,43.13,10,21.565,452.865,18:31,Crédito,431.3,4.761904762,21.565,5.5,2,2,noite,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,72.57,8,29.028,609.588,17:58,Dinheiro,580.56,4.761904762,29.028,4.6,3,30,tarde,Primavera
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,64.44,5,16.11,338.31,17:04,Dinheiro,322.2,4.761904762,16.11,6.6,3,30,tarde,Primavera
Yangon,Ocasional,Masculino,Saúde e Beleza,65.18,3,9.777,205.317,20:35,Crédito,195.54,4.761904762,9.777,6.3,2,25,noite,Inverno
Yangon,Ocasional,Feminino,Viagens e Esportes,33.26,5,8.315,174.615,16:10,Crédito,166.3,4.761904762,8.315,4.2,3,18,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,84.07,4,16.814,353.094,16:54,Carteira Eletrônica,336.28,4.761904762,16.814,4.4,3,7,tarde,Primavera
Mandalay,Ocasional,Masculino,Viagens e Esportes,34.37,10,17.185,360.885,10:11,Carteira Eletrônica,343.7,4.761904762,17.185,6.7,3,16,manhã,Primavera
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,38.6,1,1.93,40.53,11:26,Carteira Eletrônica,38.6,4.761904762,1.93,6.7,1,29,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,65.97,8,26.388,554.148,20:29,Dinheiro,527.76,4.761904762,26.388,8.4,2,2,noite,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,32.8,10,16.4,344.4,12:12,Dinheiro,328.0,4.761904762,16.4,6.2,2,15,tarde,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,37.14,5,9.285,194.985,13:05,Carteira Eletrônica,185.7,4.761904762,9.285,5.0,1,8,tarde,Inverno
